title,reference_summary,generated_summary,precision,recall,f1
fargo,"Jerry works in his father-in-law's car dealership and has gotten himself in financial problems. He tries various schemes to come up with money needed for a reason that is never really explained. It has to be assumed that his huge embezzlement of money from the dealership is about to be discovered by father-in-law. When all else falls through, plans he set in motion earlier for two men to kidnap his wife for ransom to be paid by her wealthy father (who doesn't seem to have the time of day for son-in-law). From the moment of the kidnapping, things go wrong and what was supposed to be a non-violent affair turns bloody with more blood added by the minute. Jerry is upset at the bloodshed, which turns loose a pregnant sheriff from Brainerd, MN who is tenacious in attempting to solve the three murders in her jurisdiction.","Jerry Grimsrud and his wife, Wade, have a deal with the city council to fund a summer camp in the city of Fargo, Minnesota . he's a wealthy man who has a wealth of money in the past, but he isn't sure what to do with the money he has .",0.8477075099945068,0.8201937675476074,0.8337237238883972
fight-club,"A nameless first person narrator (Edward Norton) attends support groups in attempt to subdue his emotional state and relieve his insomniac state. When he meets Marla (Helena Bonham Carter), another fake attendee of support groups, his life seems to become a little more bearable. However when he associates himself with Tyler (Brad Pitt) he is dragged into an underground fight club and soap making scheme. Together the two men spiral out of control and engage in competitive rivalry for love and power. When the narrator is exposed to the hidden agenda of Tyler's fight club, he must accept the awful truth that Tyler may not be who he says he is.","a group of men with testicular cancer, a melanoma and a brain cancer sufferer, has a long-term relationship with a young woman who is unable to live in a cancer-free world . the group, which is based on a novel by a man who has been diagnosed with bowel cancer, is trying to find a cure for the disease . a friend of a woman who was diagnosed with cancer in the early 1990s, and he is able to re-employees, sex with the adolescence, is a drug that is in the midst of an addiction to a new life, but despite a desire for a better life, he and his wife are a family, is the only way to get to know the story of his own, isn't a way",0.8056932687759399,0.8106124401092529,0.8081453442573547
good-will-hunting,"Will Hunting (Matt Damon) has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau (Stellan Skarsgard), who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire (Robin Williams).","Will Lambeau, a former physicist, is a student at the Harvard University of Boston . he and his friends are reunited with a group of young people who have a hard time finding a way to make a difference in their lives . the students are able to find out what they are doing and how they can do it.",0.8605561852455139,0.8225316405296326,0.8411144018173218
groundhog-day,"Teamed with a relentlessly cheerful producer (Andie MacDowell) and a smart-aleck cameraman (Chris Elliott), TV weatherman Phil Connors (Bill Murray) is sent to Punxsutawney, Pennsylvania, to cover the annual Groundhog Day festivities. But on his way out of town, Phil is caught in a giant blizzard, which he failed to predict, and finds himself stuck in small-town hell. Just when things couldn't get worse, they get worse; Phil wakes the next morning to find it's Groundhog Day all over again... and again... and again. [Sony]","Phil Connors, a former astrologer of the Punxsutawney Groundhog Club, is a snazzy, smoky, tadolescent, narcissistic, fadophile, and a young woman . he's a big fan of the show, but he doesn't know what to do with the show's story . the show is based on the story of a new, he and his wife are a long-term girlfriend, is in the midst of an afghanistan, is the first to get a job as a reporter for the first time in a small town in his own right, and the neo-seasy, and is the only one in the world who isn't a ""seen",0.8196784853935242,0.8138697147369385,0.8167637586593628
inglourious-basterds,"In German-occupied France, young Jewish refugee Shosanna Dreyfus witnesses the slaughter of her family by Colonel Hans Landa. Narrowly escaping with her life, she plots her revenge several years later when German war hero Fredrick Zoller takes a rapid interest in her and arranges an illustrious movie premiere at the theater she now runs. With the promise of every major Nazi officer in attendance, the event catches the attention of the ""Basterds"", a group of Jewish-American guerrilla soldiers led by the ruthless Lt. Aldo Raine. As the relentless executioners advance and the conspiring young girl's plans are set in motion, their paths will cross for a fateful evening that will shake the very annals of history.","The French Farmer, a former nazi colonel, is a slain rat who has been killed by the nazis in the past year . he is the only one to be killed by a nazi rat, who has escaped from the nazi army . the rat's father, the napoleon, is the first to be murdered by the Nazis in the world .",0.8315649032592773,0.8085527420043945,0.8198973536491394
interstellar,"In Earth's future, a global crop blight and second Dust Bowl are slowly rendering the planet uninhabitable. Professor Brand (Michael Caine), a brilliant NASA physicist, is working on plans to save mankind by transporting Earth's population to a new home via a wormhole. But first, Brand must send former NASA pilot Cooper (Matthew McConaughey) and a team of researchers through the wormhole and across the galaxy to find out which of three planets could be mankind's new home.","Cooper (Mr. Cooper) is a young man who has been in the u.s. for a long time . he's been a fan of a symbiosis of the moon, but he is still in the process of destroying the planet . his father-in-law, Murph, is in a position to make a profit from his father's work .",0.8441077470779419,0.8287329077720642,0.8363496661186218
joker,"Arthur Fleck (Joaquin Phoenix) is struggling to find his way in Gotham’s fractured society. A clown-for-hire by day, he aspires to be a stand-up comic at night…but finds the joke always seems to be on him. Caught in a cyclical existence between apathy and cruelty, Arthur makes one bad decision that brings about a chain reaction of escalating events.","Joker is a snub-nose, a man who has a brain injury and a lack of empathy for his family . he's a big fan of the comedy, but he is able to make a difference in his life . Joker's mother, whose daughter, is an adolescent, tries to get her back on the streets of Gotham.",0.8542835712432861,0.8331921696662903,0.8436061143875122
memento,"Leonard (Guy Pearce) is tracking down the man who raped and murdered his wife. The difficulty, however, of locating his wife's killer is compounded by the fact that he suffers from a rare, untreatable form of memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.","Leonard, a late model, has a tattoo of a polaroid that he's known for . he tries to find a way to make his life easier, but he can't make any new memories .",0.8427416682243347,0.8415572643280029,0.8421490788459778
midnight-in-paris,"Gil Pender (Owen Wilson) is a screenwriter and aspiring novelist. Vacationing in Paris with his fiancee (Rachel McAdams), he has taken to touring the city alone. On one such late-night excursion, Gil encounters a group of strange -- yet familiar -- revelers, who sweep him along, apparently back in time, for a night with some of the Jazz Age's icons of art and literature. The more time Gil spends with these cultural heroes of the past, the more dissatisfied he becomes with the present.","he is a writer and writer who has a passion for writing a novel . he and his wife, Camille, are married to a friend of the late '60s and '70s .",0.8473272323608398,0.8172397613525391,0.8320115208625793
one-flew-over-the-cuckoos-nest,"A nice rest in a state mental hospital beats a stretch in the pen, right? Randle P. McMurphy (Nicholson), a free-spirited con with lightning in his veins and glib on his tongue, fakes insanity and moves in with what he calls the ""nuts."" Immediately, his contagious sense of disorder runs up against numbing routine. No way should guys pickled on sedatives shuffle around in bathrobes when the World Series is on. This means war! On one side is McMurphy. On the other is soft-spoken Nurse Ratched (Fletcher), among the most coldly monstrous villains in film history. At stake is the fate of every patient on the ward. (Warner Bros.)","McMurphy (Mister Miller) is a psychiatrist and a psychiatric surgeon . he is the first person to be convicted of a crime in the u.s. in 1963 . his wife, a former prisoner, is in a state prison where he has a reputation as a criminal .",0.8391220569610596,0.8054121732711792,0.8219216465950012
rear-window,"Professional photographer L.B. ""Jeff"" Jeffries breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Freemont and his visiting nurse Stella to investigate.","Jefferies (James Davidson) is a young woman who has a long-term relationship with a woman who is in a relationship with her husband . he's a sexy man who's been a victim of a murder in the u.s., and a man who has been married for a while has been in an apartment for several years .",0.8342849016189575,0.8236997723579407,0.8289585709571838
rocky,"Rocky Balboa is a struggling boxer trying to make the big time, working as a debt collector for a pittance. When heavyweight champion Apollo Creed visits Philadelphia, his managers want to set up an exhibition match between Creed and a struggling boxer, touting the fight as a chance for a ""nobody"" to become a ""somebody"". The match is supposed to be easily won by Creed, but someone forgot to tell Rocky, who sees this as his only shot at the big time.","Rocky is a young, muscular heavyweight fighter who has a reputation for being a bullish fighter . he's a frightened man who's not a big fan, but he is able to fight a man who can't afford to be a fan of the club . Rocky's brother, a friend of his own, is an adolescent man who has been a drug addict .",0.8472332954406738,0.8346404433250427,0.8408897519111633
scarface,"Johnny Lovo rises to the head of the bootlegging crime syndicate on the south side of Chicago following the murder of former head, Big Louis Costillo. Johnny contracted Big Louis' bodyguard, Tony Camonte, to make the hit on his boss. Tony becomes Johnny's second in command, and is not averse to killing anyone who gets in his and Johnny's way. As Tony is thinking bigger than Johnny and is not afraid of anyone or anything, Tony increasingly makes decisions on his own instead of following Johnny's orders, especially in not treading on the north side run by an Irish gang led by a man named O'Hara, of whom Johnny is afraid. Tony's murder spree increases, he taking out anyone who stands in his and Johnny's way of absolute control on the south side, and in Tony's view absolute control of the entire city. Tony's actions place an unspoken strain between Tony and Johnny to the point of the two knowing that they can't exist in their idealized world with the other. Tony's ultimate downfall may be one of two women in his life: Poppy, Johnny's girlfriend to who Tony is attracted; and Tony's eighteen year old sister, Cesca, who is self-professed to be older mentally than her years much to Tony's chagrin, he who will do anything to protect her innocence. Cesca ultimately comes to the realization that she is a lot more similar to her brother than she first imagined.","Tony Montana, a Cuban refugee, is in a ruthless state, and he's a young man who has been a slave to Cuba . he and his wife, whose father is a former slave, are reunited with a man who's been killed by a terrorist group . ""I'm not going to be able to live in Cuba,"" he says.",0.8214176893234253,0.7959242463111877,0.8084700107574463
schindlers-list,"Businessman Oskar Schindler (Liam Neeson) arrives in Krakow in 1939, ready to make his fortune from World War II, which has just started. After joining the Nazi party primarily for political expediency, he staffs his factory with Jewish workers for similarly pragmatic reasons. When the SS begins exterminating Jews in the Krakow ghetto, Schindler arranges to have his workers protected to keep his factory in operation, but soon realizes that in so doing, he is also saving innocent lives.","a rabbi, a young slain Jewish man, finds himself in a relationship with a Jewish man who is unable to pay for a job . he says he can't afford to buy a business, but he's not able to afford it, and he has a lot of money to spend on a crime .",0.8326045870780945,0.815431535243988,0.8239285349845886
se7en,"A film about two homicide detectives' (Morgan Freeman and (Brad Pitt desperate hunt for a serial killer who justifies his crimes as absolution for the world's ignorance of the Seven Deadly Sins. The movie takes us from the tortured remains of one victim to the next as the sociopathic ""John Doe"" (Kevin Spacey) sermonizes to Detectives Somerset and Mills -- one sin at a time. The sin of Gluttony comes first and the murderer's terrible capacity is graphically demonstrated in the dark and subdued tones characteristic of film noir. The seasoned and cultured but jaded Somerset researches the Seven Deadly Sins in an effort to understand the killer's modus operandi while the bright but green and impulsive Detective Mills (Pitt) scoffs at his efforts to get inside the mind of a killer...","a man who is a homicide suspect, a police officer, is killed by a murderer who is in a critical condition . he is killed in an afghanistan, and he has been killed in the u.s. for four years . his wife, who was killed by an alleged murderer, says he's not a victim of a crime .",0.8306045532226562,0.8048993349075317,0.8175499439239502
shrek,"When a green ogre named Shrek discovers his swamp has been 'swamped' with all sorts of fairytale creatures by the scheming Lord Farquaad, Shrek sets out with a very loud donkey by his side to 'persuade' Farquaad to give Shrek his swamp back. Instead, a deal is made. Farquaad, who wants to become the King, sends Shrek to rescue Princess Fiona, who is awaiting her true love in a tower guarded by a fire-breathing dragon. But once they head back with Fiona, it starts to become apparent that not only does Shrek, an ugly ogre, begin to fall in love with the lovely princess, but Fiona is also hiding a huge secret.","DONKEY (Donkey Farquaad) is a dwarve who tries to escape from a dragon-guarded castle in DuLoc . he and his wife, a young princess, are reunited with a friend who has been abused by a witch . they have a long-term relationship with the ogre, but they are unable to live in a world where they are not able to live.",0.8509223461151123,0.8336949348449707,0.8422205448150635
silence-of-the-lambs,"Jodie Foster stars as Clarice Starling, a top student at the FBI's training academy. Jack Crawford (Scott Glenn) wants Clarice to interview Dr. Hannibal Lecter (Anthony Hopkins), a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism. Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.","Dr. Lecter, a psychiatrist, is a psychiatric therapist and a psychotherapist . he is an adolescent psychopath who has a history of psychosis . the psychiatrist, who is based in the city of Split City, is the first person to have a mental illness .",0.8434253931045532,0.8147882223129272,0.8288595080375671
taxi-driver,"Mangal drives a taxi by day, then drinks at night, listens to his singer girlfriend Sylvie and then goes into a drunken stupor - and wakes up with a hangover. One day, while assisting another taxi driver, Mangal comes to the assistance of a damsel in distress who is being molested by two thugs. Mangal gallants rescues her and attempts to take her to her destination, to no avail, as the person she is looking for has moved. The next day, Mangal and the young woman, Mala, again attempt to seek Ratanlal, a music director, but the entire day is spent in vain. Mala lives in Mangal's tiny apartment and both become attracted to each other. When Mala finds out about Sylvie, she leaves him. He goes in her search, but finds that she has become a famous singer with the help of her music director friend. Will Mangal ever get a chance to tell about his love for Mala? What will Sylvie's reaction be?","a cabbie is a young man who has a long history of sex and sexuality . he's a man who can't afford to be a victim of a crime, but he is able to get a job in a city he wants to do. He's not a big fan of the city, but rather a good friend.",0.8414736986160278,0.8113918304443359,0.8261590003967285
the-big-lebowski,"When ""The Dude"" Lebowski is mistaken for a millionaire Lebowski, two thugs urinate on his rug to coerce him into paying a debt he knows nothing about. While attempting to gain recompense for the ruined rug from his wealthy counterpart, he accepts a one-time job with high pay-off. He enlists the help of his bowling buddy, Walter, a gun-toting Jewish-convert with anger issues. Deception leads to more trouble, and it soon seems that everyone from porn empire tycoons to nihilists want something from The Dude.","Lebowski is a pacifist who has a reputation for being a world-class footballer . he's a young man who's been a part of a family of pacificists . The dude, who is in the middle of the world, is the only one to be able to survive .",0.8392976522445679,0.8222320675849915,0.8306772112846375
the-curious-case-of-benjamin-button,"On the day that Hurricane Katrina hits New Orleans, elderly Daisy Williams (nee Fuller) is on her deathbed in a New Orleans hospital. At her side is her adult daughter, Caroline. Daisy asks Caroline to read to her aloud the diary of Daisy's lifelong friend, Benjamin Button. Benjamin's diary recounts his entire extraordinary life, the primary unusual aspect of which was his aging backwards, being diagnosed with several aging diseases at birth and thus given little chance of survival, but who does survive and gets younger with time. Abandoned by his biological father, Thomas Button, after Benjamin's biological mother died in childbirth, Benjamin was raised by Queenie, a black woman and caregiver at a seniors home. Daisy's grandmother was a resident at that home, which is where she first met Benjamin. Although separated through the years, Daisy and Benjamin remain in contact throughout their lives, reconnecting in their forties when in age they finally match up. Some of the revelations in Benjamin's diary are difficult for Caroline to read, especially as it relates to the time past this reconnection between Benjamin and Daisy, when Daisy gets older and Benjamin grows younger into his childhood years.","Thomas Gateau (Mr. Gateau) is a young woman who has a broken heart and is buried in a graveyard in New Orleans . he has been buried by a man who has been in the throne for a hundred years . his wife, Caroline, is reunited with her son, Thomas, who is now in the middle of a battle with a new family .",0.8459338545799255,0.8144086599349976,0.8298720121383667
the-godfather-part-ii,"The sequel to ""The Godfather"" continues the saga of two generations of successive power within the Corleone family. Coppola tells two stories in Part II: the roots and rise of a young Don Vito, played with uncanny ability by Robert De Niro, and the ascension of Michael (Al Pacino) as the new Don. [Paramount Pictures]","Michael Corleone is the son of a young man who is a crook and a wealthy man who lives in a small island town . he is the father of his son, Freddie, who is the daughter of his father, and he's a big fan of his family . the father, who has a long-term relationship with his wife, is the mother of his daughter, and his father is the brother of his brother, a man who has been married since 1956 .",0.8196810483932495,0.8207958936691284,0.8202380537986755
the-godfather,"Francis Ford Coppola's epic features Marlon Brando in his Oscar-winning role as the patriarch of the Corleone family. Director Coppola paints a chilling portrait of the Sicilian clan's rise and near fall from power in America, masterfully balancing the story between the Corleone's family life and the ugly crime business in which they are engaged. Based on Mario Puzo's best-selling novel and featuring career-making performances by Al Pacino, James Caan and Robert Duvall, this searing and brilliant film garnered ten Academy Award nominations, and won three including Best Picture of 1972. [Paramount Pictures]","Luca Brasi, a narcotics man from Sicily, is convicted of murdering a man in a civil war in 1945 . he is a father of a young man who has a long-term relationship with his wife and two children . his father, Virgil Sollozzo, is the only one who has been convicted in the civil war . He is the first man to be convicted by the military in the u.s.",0.8267021179199219,0.7963275909423828,0.8112306594848633
the-invention-of-lying,"The Invention of Lying takes place in an alternate reality where lying--even the concept of a lie--does not exist. Everyone--from politicians to advertisers to the man and woman on the street--speaks the truth and nothing but the truth with no thought of the consequences. But when a down-on-his-luck loser named Mark suddenly develops the ability to lie, he finds that dishonesty has its rewards. In a world where every word is assumed to be the absolute truth, Mark easily lies his way to fame and fortune. But lies have a way of spreading, and Mark begins to realize that things are getting a little out of control when some of his tallest tales are being taken as, well, gospel. With the entire world now hanging on his every word, there is only one thing Mark has not been able to lie his way into: the heart of the woman he loves. (Warner Bros.)","""Loser caveman"" is a fictional film about a young austere man who tries to kill a man in a cave . the film is based on a series of films that have been filmed in the past . ""The Holocaust,"" ""The Death of the Dinosaurs"" and ""The Civil War"" are filmed and edited by a filmmaker who has been a part of the film's history.",0.8220876455307007,0.805230975151062,0.8135719895362854
the-prestige,"In the end of the Nineteenth Century, in London, Robert Angier, his beloved wife Julia McCullough and Alfred Borden are friends and assistants of a magician. When Julia accidentally dies during a performance, Robert blames Alfred for her death and they become enemies. Both become famous and rival magicians, sabotaging the performance of the other on the stage. When Alfred performs a successful trick, Robert becomes obsessed trying to disclose the secret of his competitor with tragic consequences.",Robert Angier (Borden) is a magician and magician who has a reputation as an amateur magician . he's a young magician and a writer who's been a fan of the magician's magic .,0.8548388481140137,0.8324836492538452,0.8435131311416626
the-seventh-seal,"A Knight and his squire are home from the crusades. Black Death is sweeping their country. As they approach home, Death appears to the knight and tells him it is his time. The knight challenges Death to a chess game for his life. The Knight and Death play as the cultural turmoil envelopes the people around them as they try, in different ways, to deal with the upheaval the plague has caused.","a chess player, Antonius Block, is an acrobat and a man who is a sinner who has been a victim of a plague . he is the only one who has ever been killed in a world of evil . his wife, MIA, and his son, a young man, are living in the midst of the world of sin .",0.840044379234314,0.8462280035018921,0.8431248664855957
the-shawshank-redemption,"Wrongly convicted, Andy Dufresne (Tim Robbins) is sentenced to two consecutive life terms in in Maine's Shawshank prison for the murders of his wife and her lover. Set in the 1940's, the film shows how Andy learns to get by in the brutal confines of prison, even earning the respect of his fellow inmates, most notably the longtime convict ""Red"" Redding (Morgan Freeman).","Andy Dufresne, a convicted murderer, is convicted of murdering his wife, Glenn Quentin, in 1946 . he is a prisoner and a former prisoner, who has been convicted in the murders of his wife and two other men . the prisoner's wife, who was murdered in 1946, has a life sentence of life in prison .",0.877232551574707,0.8437793254852295,0.8601807951927185
the-shining,"Signing a contract, Jack Torrance, a normal writer and former teacher agrees to take care of a hotel which has a long, violent past that puts everyone in the hotel in a nervous situation. While Jack slowly gets more violent and angry of his life, his son, Danny, tries to use a special talent, the ""Shining"", to inform the people outside about whatever that is going on in the hotel.","Danny Torrance (James Torrance) is a writer and writer who has a history of self-incrimination . he is the only person to have a life-long relationship with his wife and son, who is in a psychiatric state of Colorado .",0.8517395257949829,0.8346671462059021,0.8431169986724854
the-sixth-sense,"In this chilling, psychological thriller, 8-year-old Cole Sear (Osment) is haunted by a dark secret: he is visited by ghosts. Confused by his paranormal powers, Cole is too young to understand his purpose and too afraid to tell anyone about his anguish, except child psychologist Dr. Malcolm Crowe (Willis). As Dr. Crowe tries to uncover the ominous truth about Cole's supernatural abilities, the consequences for client and therapist are a jolt that awakens them both to something harrowing...and unexplainable. (Hollywood Pictures)","Malcolm Crowe is a young man who has a history of depression, depression and depression . he is the first person to have a mental illness, and he's not a doctor .",0.8477590680122375,0.818099856376648,0.8326654434204102
